,input_text,id,locations,loc_spans,coord_points,input_order
2,"Eläinten joukkokuolemat ihmetyttävät ympäri maailmaa – Wikiuutiset
5. tammikuuta 2011
Jopa 5 000 punaolkaturpiaalia ja kottaraista putosi kuolleena taivaalta uudenvuodenaattona Arkansas’n osavaltiossa Yhdysvalloissa. Kolme päivää myöhemmin 500 turpiaalia ja kottaraista löytyi kuolleena tieltä naapuriosavaltio Louisianassa. Myöhään eilisiltana 50–100 kuollutta naakkaa löytyi kadulta Falköpingissä Ruotsissa.
Arkansas’n koillisosassa tutkitaan 100 000 kalan kuolemaa. Chesapeakenlahdella Yhdysvaltain itärannikolla havaittiin arviolta kahden miljoonan kalan joukkokuolema. Brasilian kalastuskylien rannoille on viime torstain jälkeen ajautunut 100 tonnia kuolleita sardiineja, rummuttajia ja monneja. Satoja napsijoita ajautui Coromandelinniemen rantaan Uudessa-Seelannissa.
Asiantuntijat eivät katso tapausten liittyvän toisiinsa. Arkansas’n lintukuolemissa on arveltu lintujen joutuneen paniikkiin kovan äänen, ehkä uudenvuoden ilotulitusten, takia ja lentäneen päin toisiaan. Louisianan joukkokuolema saattoi johtua ohi pyyhkineestä kylmästä rintamasta, taudista tai linnut päin voimalinjoja ajaneesta kovasta tuulesta, sanoi osavaltion eläinlääkäri Jim LaCour. Lintujen raatoja on lähetetty tutkittaviksi tautien, myrkyn tai muiden selitysten löytämiseksi. Ruotsin ornitologisen yhdistyksen Anders Wirdheim sanoi Falköpingin lintujen kuolleen todennäköisesti pelästyttyään yöllä ja sitten lennettyään toisiaan päin kuten Arkansas’ssa. Linnut testataan tautien varalta.
Arkansas’n kalakuolemien syynä pidetään tautia. Marylandin ympäristöviranomaisten edustaja Dawn Stoltzfus sanoo Chesapeakenlahden kalakuolemien liittyneen todennäköisesti niin kutsuttuun kylmän veden stressiin; samanlaisia kalojen talvisia kuolemia sattui vuosina 1976 ja 1980. Uudessa-Seelannissa kalojen kerrotaan nälkiintyneen sääolojen vuoksi. Brasilian kalakuolemien syy on tuntematon, ehkä saasteilla oli tekemistä asian kanssa tai kaloja joutui vahingossa mereen kalastusaluksesta.
Mystisten joukkokuolemien johdosta on levinnyt myös huhuja ja salaliittoteorioita. Teorioiden mukaan linnut tappoi biologisen tai muun joukkotuhoaseen kokeileminen. Eräs salaliittoteoria kytkee John P. Wheeler III:n äskettäisen murhan lintukuolemiin – Wheeler väitetään ”hiljennetyn” ennen kuin hän ehti paljastaa, että vahingossa vapautunut kemiallinen ase fosgeeni tappoi linnut.
Jotkut vitsailevat, että ihmiset ovat pelanneet Angry Birds -peliä liiaksi asti.
Arkansas’ssa Beeben pikkukaupungissa ihmiset olivat ihmeissään lintujen joukkokuolemasta. ”Jotkut olivat vähän paniikissa, ajattelivat että kyse oli maailmanlopusta”, sanoi kaupungin poliisilaitoksen edustaja AP:lle.
","https://fi.wikinews.org/wiki/El%C3%A4inten_joukkokuolemat_ihmetytt%C3%A4v%C3%A4t_ymp%C3%A4ri_maailmaa
",Arkansas’ssa,"(1426, 1438)","(-92.50044, 34.75037)",2
2,"Eläinten joukkokuolemat ihmetyttävät ympäri maailmaa – Wikiuutiset
5. tammikuuta 2011
Jopa 5 000 punaolkaturpiaalia ja kottaraista putosi kuolleena taivaalta uudenvuodenaattona Arkansas’n osavaltiossa Yhdysvalloissa. Kolme päivää myöhemmin 500 turpiaalia ja kottaraista löytyi kuolleena tieltä naapuriosavaltio Louisianassa. Myöhään eilisiltana 50–100 kuollutta naakkaa löytyi kadulta Falköpingissä Ruotsissa.
Arkansas’n koillisosassa tutkitaan 100 000 kalan kuolemaa. Chesapeakenlahdella Yhdysvaltain itärannikolla havaittiin arviolta kahden miljoonan kalan joukkokuolema. Brasilian kalastuskylien rannoille on viime torstain jälkeen ajautunut 100 tonnia kuolleita sardiineja, rummuttajia ja monneja. Satoja napsijoita ajautui Coromandelinniemen rantaan Uudessa-Seelannissa.
Asiantuntijat eivät katso tapausten liittyvän toisiinsa. Arkansas’n lintukuolemissa on arveltu lintujen joutuneen paniikkiin kovan äänen, ehkä uudenvuoden ilotulitusten, takia ja lentäneen päin toisiaan. Louisianan joukkokuolema saattoi johtua ohi pyyhkineestä kylmästä rintamasta, taudista tai linnut päin voimalinjoja ajaneesta kovasta tuulesta, sanoi osavaltion eläinlääkäri Jim LaCour. Lintujen raatoja on lähetetty tutkittaviksi tautien, myrkyn tai muiden selitysten löytämiseksi. Ruotsin ornitologisen yhdistyksen Anders Wirdheim sanoi Falköpingin lintujen kuolleen todennäköisesti pelästyttyään yöllä ja sitten lennettyään toisiaan päin kuten Arkansas’ssa. Linnut testataan tautien varalta.
Arkansas’n kalakuolemien syynä pidetään tautia. Marylandin ympäristöviranomaisten edustaja Dawn Stoltzfus sanoo Chesapeakenlahden kalakuolemien liittyneen todennäköisesti niin kutsuttuun kylmän veden stressiin; samanlaisia kalojen talvisia kuolemia sattui vuosina 1976 ja 1980. Uudessa-Seelannissa kalojen kerrotaan nälkiintyneen sääolojen vuoksi. Brasilian kalakuolemien syy on tuntematon, ehkä saasteilla oli tekemistä asian kanssa tai kaloja joutui vahingossa mereen kalastusaluksesta.
Mystisten joukkokuolemien johdosta on levinnyt myös huhuja ja salaliittoteorioita. Teorioiden mukaan linnut tappoi biologisen tai muun joukkotuhoaseen kokeileminen. Eräs salaliittoteoria kytkee John P. Wheeler III:n äskettäisen murhan lintukuolemiin – Wheeler väitetään ”hiljennetyn” ennen kuin hän ehti paljastaa, että vahingossa vapautunut kemiallinen ase fosgeeni tappoi linnut.
Jotkut vitsailevat, että ihmiset ovat pelanneet Angry Birds -peliä liiaksi asti.
Arkansas’ssa Beeben pikkukaupungissa ihmiset olivat ihmeissään lintujen joukkokuolemasta. ”Jotkut olivat vähän paniikissa, ajattelivat että kyse oli maailmanlopusta”, sanoi kaupungin poliisilaitoksen edustaja AP:lle.
","https://fi.wikinews.org/wiki/El%C3%A4inten_joukkokuolemat_ihmetytt%C3%A4v%C3%A4t_ymp%C3%A4ri_maailmaa
",Arkansas’n,"(1474, 1484)","(-92.50044, 34.75037)",2
2,"Eläinten joukkokuolemat ihmetyttävät ympäri maailmaa – Wikiuutiset
5. tammikuuta 2011
Jopa 5 000 punaolkaturpiaalia ja kottaraista putosi kuolleena taivaalta uudenvuodenaattona Arkansas’n osavaltiossa Yhdysvalloissa. Kolme päivää myöhemmin 500 turpiaalia ja kottaraista löytyi kuolleena tieltä naapuriosavaltio Louisianassa. Myöhään eilisiltana 50–100 kuollutta naakkaa löytyi kadulta Falköpingissä Ruotsissa.
Arkansas’n koillisosassa tutkitaan 100 000 kalan kuolemaa. Chesapeakenlahdella Yhdysvaltain itärannikolla havaittiin arviolta kahden miljoonan kalan joukkokuolema. Brasilian kalastuskylien rannoille on viime torstain jälkeen ajautunut 100 tonnia kuolleita sardiineja, rummuttajia ja monneja. Satoja napsijoita ajautui Coromandelinniemen rantaan Uudessa-Seelannissa.
Asiantuntijat eivät katso tapausten liittyvän toisiinsa. Arkansas’n lintukuolemissa on arveltu lintujen joutuneen paniikkiin kovan äänen, ehkä uudenvuoden ilotulitusten, takia ja lentäneen päin toisiaan. Louisianan joukkokuolema saattoi johtua ohi pyyhkineestä kylmästä rintamasta, taudista tai linnut päin voimalinjoja ajaneesta kovasta tuulesta, sanoi osavaltion eläinlääkäri Jim LaCour. Lintujen raatoja on lähetetty tutkittaviksi tautien, myrkyn tai muiden selitysten löytämiseksi. Ruotsin ornitologisen yhdistyksen Anders Wirdheim sanoi Falköpingin lintujen kuolleen todennäköisesti pelästyttyään yöllä ja sitten lennettyään toisiaan päin kuten Arkansas’ssa. Linnut testataan tautien varalta.
Arkansas’n kalakuolemien syynä pidetään tautia. Marylandin ympäristöviranomaisten edustaja Dawn Stoltzfus sanoo Chesapeakenlahden kalakuolemien liittyneen todennäköisesti niin kutsuttuun kylmän veden stressiin; samanlaisia kalojen talvisia kuolemia sattui vuosina 1976 ja 1980. Uudessa-Seelannissa kalojen kerrotaan nälkiintyneen sääolojen vuoksi. Brasilian kalakuolemien syy on tuntematon, ehkä saasteilla oli tekemistä asian kanssa tai kaloja joutui vahingossa mereen kalastusaluksesta.
Mystisten joukkokuolemien johdosta on levinnyt myös huhuja ja salaliittoteorioita. Teorioiden mukaan linnut tappoi biologisen tai muun joukkotuhoaseen kokeileminen. Eräs salaliittoteoria kytkee John P. Wheeler III:n äskettäisen murhan lintukuolemiin – Wheeler väitetään ”hiljennetyn” ennen kuin hän ehti paljastaa, että vahingossa vapautunut kemiallinen ase fosgeeni tappoi linnut.
Jotkut vitsailevat, että ihmiset ovat pelanneet Angry Birds -peliä liiaksi asti.
Arkansas’ssa Beeben pikkukaupungissa ihmiset olivat ihmeissään lintujen joukkokuolemasta. ”Jotkut olivat vähän paniikissa, ajattelivat että kyse oli maailmanlopusta”, sanoi kaupungin poliisilaitoksen edustaja AP:lle.
","https://fi.wikinews.org/wiki/El%C3%A4inten_joukkokuolemat_ihmetytt%C3%A4v%C3%A4t_ymp%C3%A4ri_maailmaa
",Marylandin,"(1522, 1532)","(-76.74997, 39.00039)",2
2,"Eläinten joukkokuolemat ihmetyttävät ympäri maailmaa – Wikiuutiset
5. tammikuuta 2011
Jopa 5 000 punaolkaturpiaalia ja kottaraista putosi kuolleena taivaalta uudenvuodenaattona Arkansas’n osavaltiossa Yhdysvalloissa. Kolme päivää myöhemmin 500 turpiaalia ja kottaraista löytyi kuolleena tieltä naapuriosavaltio Louisianassa. Myöhään eilisiltana 50–100 kuollutta naakkaa löytyi kadulta Falköpingissä Ruotsissa.
Arkansas’n koillisosassa tutkitaan 100 000 kalan kuolemaa. Chesapeakenlahdella Yhdysvaltain itärannikolla havaittiin arviolta kahden miljoonan kalan joukkokuolema. Brasilian kalastuskylien rannoille on viime torstain jälkeen ajautunut 100 tonnia kuolleita sardiineja, rummuttajia ja monneja. Satoja napsijoita ajautui Coromandelinniemen rantaan Uudessa-Seelannissa.
Asiantuntijat eivät katso tapausten liittyvän toisiinsa. Arkansas’n lintukuolemissa on arveltu lintujen joutuneen paniikkiin kovan äänen, ehkä uudenvuoden ilotulitusten, takia ja lentäneen päin toisiaan. Louisianan joukkokuolema saattoi johtua ohi pyyhkineestä kylmästä rintamasta, taudista tai linnut päin voimalinjoja ajaneesta kovasta tuulesta, sanoi osavaltion eläinlääkäri Jim LaCour. Lintujen raatoja on lähetetty tutkittaviksi tautien, myrkyn tai muiden selitysten löytämiseksi. Ruotsin ornitologisen yhdistyksen Anders Wirdheim sanoi Falköpingin lintujen kuolleen todennäköisesti pelästyttyään yöllä ja sitten lennettyään toisiaan päin kuten Arkansas’ssa. Linnut testataan tautien varalta.
Arkansas’n kalakuolemien syynä pidetään tautia. Marylandin ympäristöviranomaisten edustaja Dawn Stoltzfus sanoo Chesapeakenlahden kalakuolemien liittyneen todennäköisesti niin kutsuttuun kylmän veden stressiin; samanlaisia kalojen talvisia kuolemia sattui vuosina 1976 ja 1980. Uudessa-Seelannissa kalojen kerrotaan nälkiintyneen sääolojen vuoksi. Brasilian kalakuolemien syy on tuntematon, ehkä saasteilla oli tekemistä asian kanssa tai kaloja joutui vahingossa mereen kalastusaluksesta.
Mystisten joukkokuolemien johdosta on levinnyt myös huhuja ja salaliittoteorioita. Teorioiden mukaan linnut tappoi biologisen tai muun joukkotuhoaseen kokeileminen. Eräs salaliittoteoria kytkee John P. Wheeler III:n äskettäisen murhan lintukuolemiin – Wheeler väitetään ”hiljennetyn” ennen kuin hän ehti paljastaa, että vahingossa vapautunut kemiallinen ase fosgeeni tappoi linnut.
Jotkut vitsailevat, että ihmiset ovat pelanneet Angry Birds -peliä liiaksi asti.
Arkansas’ssa Beeben pikkukaupungissa ihmiset olivat ihmeissään lintujen joukkokuolemasta. ”Jotkut olivat vähän paniikissa, ajattelivat että kyse oli maailmanlopusta”, sanoi kaupungin poliisilaitoksen edustaja AP:lle.
","https://fi.wikinews.org/wiki/El%C3%A4inten_joukkokuolemat_ihmetytt%C3%A4v%C3%A4t_ymp%C3%A4ri_maailmaa
",Uudessa-Seelannissa,"(1752, 1771)","(174.0, -42.0)",2
2,"Eläinten joukkokuolemat ihmetyttävät ympäri maailmaa – Wikiuutiset
5. tammikuuta 2011
Jopa 5 000 punaolkaturpiaalia ja kottaraista putosi kuolleena taivaalta uudenvuodenaattona Arkansas’n osavaltiossa Yhdysvalloissa. Kolme päivää myöhemmin 500 turpiaalia ja kottaraista löytyi kuolleena tieltä naapuriosavaltio Louisianassa. Myöhään eilisiltana 50–100 kuollutta naakkaa löytyi kadulta Falköpingissä Ruotsissa.
Arkansas’n koillisosassa tutkitaan 100 000 kalan kuolemaa. Chesapeakenlahdella Yhdysvaltain itärannikolla havaittiin arviolta kahden miljoonan kalan joukkokuolema. Brasilian kalastuskylien rannoille on viime torstain jälkeen ajautunut 100 tonnia kuolleita sardiineja, rummuttajia ja monneja. Satoja napsijoita ajautui Coromandelinniemen rantaan Uudessa-Seelannissa.
Asiantuntijat eivät katso tapausten liittyvän toisiinsa. Arkansas’n lintukuolemissa on arveltu lintujen joutuneen paniikkiin kovan äänen, ehkä uudenvuoden ilotulitusten, takia ja lentäneen päin toisiaan. Louisianan joukkokuolema saattoi johtua ohi pyyhkineestä kylmästä rintamasta, taudista tai linnut päin voimalinjoja ajaneesta kovasta tuulesta, sanoi osavaltion eläinlääkäri Jim LaCour. Lintujen raatoja on lähetetty tutkittaviksi tautien, myrkyn tai muiden selitysten löytämiseksi. Ruotsin ornitologisen yhdistyksen Anders Wirdheim sanoi Falköpingin lintujen kuolleen todennäköisesti pelästyttyään yöllä ja sitten lennettyään toisiaan päin kuten Arkansas’ssa. Linnut testataan tautien varalta.
Arkansas’n kalakuolemien syynä pidetään tautia. Marylandin ympäristöviranomaisten edustaja Dawn Stoltzfus sanoo Chesapeakenlahden kalakuolemien liittyneen todennäköisesti niin kutsuttuun kylmän veden stressiin; samanlaisia kalojen talvisia kuolemia sattui vuosina 1976 ja 1980. Uudessa-Seelannissa kalojen kerrotaan nälkiintyneen sääolojen vuoksi. Brasilian kalakuolemien syy on tuntematon, ehkä saasteilla oli tekemistä asian kanssa tai kaloja joutui vahingossa mereen kalastusaluksesta.
Mystisten joukkokuolemien johdosta on levinnyt myös huhuja ja salaliittoteorioita. Teorioiden mukaan linnut tappoi biologisen tai muun joukkotuhoaseen kokeileminen. Eräs salaliittoteoria kytkee John P. Wheeler III:n äskettäisen murhan lintukuolemiin – Wheeler väitetään ”hiljennetyn” ennen kuin hän ehti paljastaa, että vahingossa vapautunut kemiallinen ase fosgeeni tappoi linnut.
Jotkut vitsailevat, että ihmiset ovat pelanneet Angry Birds -peliä liiaksi asti.
Arkansas’ssa Beeben pikkukaupungissa ihmiset olivat ihmeissään lintujen joukkokuolemasta. ”Jotkut olivat vähän paniikissa, ajattelivat että kyse oli maailmanlopusta”, sanoi kaupungin poliisilaitoksen edustaja AP:lle.
","https://fi.wikinews.org/wiki/El%C3%A4inten_joukkokuolemat_ihmetytt%C3%A4v%C3%A4t_ymp%C3%A4ri_maailmaa
",Brasilian,"(1822, 1831)","(-55.0, -10.0)",2
2,"Eläinten joukkokuolemat ihmetyttävät ympäri maailmaa – Wikiuutiset
5. tammikuuta 2011
Jopa 5 000 punaolkaturpiaalia ja kottaraista putosi kuolleena taivaalta uudenvuodenaattona Arkansas’n osavaltiossa Yhdysvalloissa. Kolme päivää myöhemmin 500 turpiaalia ja kottaraista löytyi kuolleena tieltä naapuriosavaltio Louisianassa. Myöhään eilisiltana 50–100 kuollutta naakkaa löytyi kadulta Falköpingissä Ruotsissa.
Arkansas’n koillisosassa tutkitaan 100 000 kalan kuolemaa. Chesapeakenlahdella Yhdysvaltain itärannikolla havaittiin arviolta kahden miljoonan kalan joukkokuolema. Brasilian kalastuskylien rannoille on viime torstain jälkeen ajautunut 100 tonnia kuolleita sardiineja, rummuttajia ja monneja. Satoja napsijoita ajautui Coromandelinniemen rantaan Uudessa-Seelannissa.
Asiantuntijat eivät katso tapausten liittyvän toisiinsa. Arkansas’n lintukuolemissa on arveltu lintujen joutuneen paniikkiin kovan äänen, ehkä uudenvuoden ilotulitusten, takia ja lentäneen päin toisiaan. Louisianan joukkokuolema saattoi johtua ohi pyyhkineestä kylmästä rintamasta, taudista tai linnut päin voimalinjoja ajaneesta kovasta tuulesta, sanoi osavaltion eläinlääkäri Jim LaCour. Lintujen raatoja on lähetetty tutkittaviksi tautien, myrkyn tai muiden selitysten löytämiseksi. Ruotsin ornitologisen yhdistyksen Anders Wirdheim sanoi Falköpingin lintujen kuolleen todennäköisesti pelästyttyään yöllä ja sitten lennettyään toisiaan päin kuten Arkansas’ssa. Linnut testataan tautien varalta.
Arkansas’n kalakuolemien syynä pidetään tautia. Marylandin ympäristöviranomaisten edustaja Dawn Stoltzfus sanoo Chesapeakenlahden kalakuolemien liittyneen todennäköisesti niin kutsuttuun kylmän veden stressiin; samanlaisia kalojen talvisia kuolemia sattui vuosina 1976 ja 1980. Uudessa-Seelannissa kalojen kerrotaan nälkiintyneen sääolojen vuoksi. Brasilian kalakuolemien syy on tuntematon, ehkä saasteilla oli tekemistä asian kanssa tai kaloja joutui vahingossa mereen kalastusaluksesta.
Mystisten joukkokuolemien johdosta on levinnyt myös huhuja ja salaliittoteorioita. Teorioiden mukaan linnut tappoi biologisen tai muun joukkotuhoaseen kokeileminen. Eräs salaliittoteoria kytkee John P. Wheeler III:n äskettäisen murhan lintukuolemiin – Wheeler väitetään ”hiljennetyn” ennen kuin hän ehti paljastaa, että vahingossa vapautunut kemiallinen ase fosgeeni tappoi linnut.
Jotkut vitsailevat, että ihmiset ovat pelanneet Angry Birds -peliä liiaksi asti.
Arkansas’ssa Beeben pikkukaupungissa ihmiset olivat ihmeissään lintujen joukkokuolemasta. ”Jotkut olivat vähän paniikissa, ajattelivat että kyse oli maailmanlopusta”, sanoi kaupungin poliisilaitoksen edustaja AP:lle.
","https://fi.wikinews.org/wiki/El%C3%A4inten_joukkokuolemat_ihmetytt%C3%A4v%C3%A4t_ymp%C3%A4ri_maailmaa
",Arkansas’ssa,"(2426, 2438)","(-92.50044, 34.75037)",2
2,"Eläinten joukkokuolemat ihmetyttävät ympäri maailmaa – Wikiuutiset
5. tammikuuta 2011
Jopa 5 000 punaolkaturpiaalia ja kottaraista putosi kuolleena taivaalta uudenvuodenaattona Arkansas’n osavaltiossa Yhdysvalloissa. Kolme päivää myöhemmin 500 turpiaalia ja kottaraista löytyi kuolleena tieltä naapuriosavaltio Louisianassa. Myöhään eilisiltana 50–100 kuollutta naakkaa löytyi kadulta Falköpingissä Ruotsissa.
Arkansas’n koillisosassa tutkitaan 100 000 kalan kuolemaa. Chesapeakenlahdella Yhdysvaltain itärannikolla havaittiin arviolta kahden miljoonan kalan joukkokuolema. Brasilian kalastuskylien rannoille on viime torstain jälkeen ajautunut 100 tonnia kuolleita sardiineja, rummuttajia ja monneja. Satoja napsijoita ajautui Coromandelinniemen rantaan Uudessa-Seelannissa.
Asiantuntijat eivät katso tapausten liittyvän toisiinsa. Arkansas’n lintukuolemissa on arveltu lintujen joutuneen paniikkiin kovan äänen, ehkä uudenvuoden ilotulitusten, takia ja lentäneen päin toisiaan. Louisianan joukkokuolema saattoi johtua ohi pyyhkineestä kylmästä rintamasta, taudista tai linnut päin voimalinjoja ajaneesta kovasta tuulesta, sanoi osavaltion eläinlääkäri Jim LaCour. Lintujen raatoja on lähetetty tutkittaviksi tautien, myrkyn tai muiden selitysten löytämiseksi. Ruotsin ornitologisen yhdistyksen Anders Wirdheim sanoi Falköpingin lintujen kuolleen todennäköisesti pelästyttyään yöllä ja sitten lennettyään toisiaan päin kuten Arkansas’ssa. Linnut testataan tautien varalta.
Arkansas’n kalakuolemien syynä pidetään tautia. Marylandin ympäristöviranomaisten edustaja Dawn Stoltzfus sanoo Chesapeakenlahden kalakuolemien liittyneen todennäköisesti niin kutsuttuun kylmän veden stressiin; samanlaisia kalojen talvisia kuolemia sattui vuosina 1976 ja 1980. Uudessa-Seelannissa kalojen kerrotaan nälkiintyneen sääolojen vuoksi. Brasilian kalakuolemien syy on tuntematon, ehkä saasteilla oli tekemistä asian kanssa tai kaloja joutui vahingossa mereen kalastusaluksesta.
Mystisten joukkokuolemien johdosta on levinnyt myös huhuja ja salaliittoteorioita. Teorioiden mukaan linnut tappoi biologisen tai muun joukkotuhoaseen kokeileminen. Eräs salaliittoteoria kytkee John P. Wheeler III:n äskettäisen murhan lintukuolemiin – Wheeler väitetään ”hiljennetyn” ennen kuin hän ehti paljastaa, että vahingossa vapautunut kemiallinen ase fosgeeni tappoi linnut.
Jotkut vitsailevat, että ihmiset ovat pelanneet Angry Birds -peliä liiaksi asti.
Arkansas’ssa Beeben pikkukaupungissa ihmiset olivat ihmeissään lintujen joukkokuolemasta. ”Jotkut olivat vähän paniikissa, ajattelivat että kyse oli maailmanlopusta”, sanoi kaupungin poliisilaitoksen edustaja AP:lle.
","https://fi.wikinews.org/wiki/El%C3%A4inten_joukkokuolemat_ihmetytt%C3%A4v%C3%A4t_ymp%C3%A4ri_maailmaa
",Beeben,"(2439, 2445)","(-91.87959, 35.07064)",2
3,"DOC Point elokuvafestivaali 2011 – Wikiuutiset
15. tammikuuta 2011
4. helmikuuta 2011
10. Docpoint elokuvafestivaali on 25.-30.1.2011 Helsingissä. Ylen teemalla on ennakkonäytöksiä 15.1.2011. Festivaaleilla on suomalaisiaelokuvia ja kansainvälisiä elokuvia.
Kuudessa päivässä Docpoint -festivaaleilla oli yli 30 000 kävijää, mikä on festivaalien ennätys. Elokuvaesityksissä oli 24 000 katsojaa. Ohjelmassa oli klassikkoja ja uutuuksia Suomesta ja ulkomailta. Kansainvälisesti palkitut dokumenttielokuvat kiinnostivat eniten, kuten Exit Through the Gift Shop.
Ohjelmistoon sisältyi mm. elokuvia Kongosta ennen ja tänään, Stefan Jarl –tuotantoa ja suomalainen dokumentti Miten marjoja poimitaan. 

Ylen teema näytti festivaalielokuvia, kuten ohjaajat: Pia Andell, John Webster ja Pekka Lehto (The Real McCoy).
","https://fi.wikinews.org/wiki/DOC_Point_elokuvafestivaali_2011
",Helsingissä,"(134, 145)","(24.93545, 60.16952)",3
3,"DOC Point elokuvafestivaali 2011 – Wikiuutiset
15. tammikuuta 2011
4. helmikuuta 2011
10. Docpoint elokuvafestivaali on 25.-30.1.2011 Helsingissä. Ylen teemalla on ennakkonäytöksiä 15.1.2011. Festivaaleilla on suomalaisiaelokuvia ja kansainvälisiä elokuvia.
Kuudessa päivässä Docpoint -festivaaleilla oli yli 30 000 kävijää, mikä on festivaalien ennätys. Elokuvaesityksissä oli 24 000 katsojaa. Ohjelmassa oli klassikkoja ja uutuuksia Suomesta ja ulkomailta. Kansainvälisesti palkitut dokumenttielokuvat kiinnostivat eniten, kuten Exit Through the Gift Shop.
Ohjelmistoon sisältyi mm. elokuvia Kongosta ennen ja tänään, Stefan Jarl –tuotantoa ja suomalainen dokumentti Miten marjoja poimitaan. 

Ylen teema näytti festivaalielokuvia, kuten ohjaajat: Pia Andell, John Webster ja Pekka Lehto (The Real McCoy).
","https://fi.wikinews.org/wiki/DOC_Point_elokuvafestivaali_2011
",Suomesta,"(435, 443)","(26.0, 64.0)",3
3,"DOC Point elokuvafestivaali 2011 – Wikiuutiset
15. tammikuuta 2011
4. helmikuuta 2011
10. Docpoint elokuvafestivaali on 25.-30.1.2011 Helsingissä. Ylen teemalla on ennakkonäytöksiä 15.1.2011. Festivaaleilla on suomalaisiaelokuvia ja kansainvälisiä elokuvia.
Kuudessa päivässä Docpoint -festivaaleilla oli yli 30 000 kävijää, mikä on festivaalien ennätys. Elokuvaesityksissä oli 24 000 katsojaa. Ohjelmassa oli klassikkoja ja uutuuksia Suomesta ja ulkomailta. Kansainvälisesti palkitut dokumenttielokuvat kiinnostivat eniten, kuten Exit Through the Gift Shop.
Ohjelmistoon sisältyi mm. elokuvia Kongosta ennen ja tänään, Stefan Jarl –tuotantoa ja suomalainen dokumentti Miten marjoja poimitaan. 

Ylen teema näytti festivaalielokuvia, kuten ohjaajat: Pia Andell, John Webster ja Pekka Lehto (The Real McCoy).
","https://fi.wikinews.org/wiki/DOC_Point_elokuvafestivaali_2011
",Kongosta,"(594, 602)",,3
4,"Pohjoisella jäämerellä voimakas maanjäristys – Wikiuutiset
29. tammikuuta 2011 Pohjoisella jäämerellä, lähellä Norjalle kuuluvaa asumatonta Jan Mayenin saarta tapahtui lauantaina kello 08.55:26 Suomen aikaa voimakas maanjäristys. Maanjäristys oli Yhdysvaltain geologisen tutkimuskeskuksen (USGS) mukaan voimakkuudeltaan 6,1 momenttimagnitudia. Järistys sattui muutamia kymmeniä kilometrejä saaresta itään 9,5 kilometrin syvyydessä.
Jan Mayenin saarella on tutkimuskeskus ja Norjan armeijan tukikohta, joissa kaatuili huonekaluja järistyksen seurauksena. Kuitenkaan suuria vahinkoja ei syntynyt. Kukaan ei myöskään loukkaantunut. 
Jan Mayenilla sijaitsee maailman pohjoisin tulivuori. Järistyskeskuksesta on matkaa Grönlannin itärannikon Ittoqqortoormiitiin 560 kilometriä ja Norjan Tromssaan 975 kilometriä.
","https://fi.wikinews.org/wiki/Pohjoisella_j%C3%A4%C3%A4merell%C3%A4_voimakas_maanj%C3%A4ristys
",Norjalle,"(111, 119)","(10.0, 62.0)",4
4,"Pohjoisella jäämerellä voimakas maanjäristys – Wikiuutiset
29. tammikuuta 2011 Pohjoisella jäämerellä, lähellä Norjalle kuuluvaa asumatonta Jan Mayenin saarta tapahtui lauantaina kello 08.55:26 Suomen aikaa voimakas maanjäristys. Maanjäristys oli Yhdysvaltain geologisen tutkimuskeskuksen (USGS) mukaan voimakkuudeltaan 6,1 momenttimagnitudia. Järistys sattui muutamia kymmeniä kilometrejä saaresta itään 9,5 kilometrin syvyydessä.
Jan Mayenin saarella on tutkimuskeskus ja Norjan armeijan tukikohta, joissa kaatuili huonekaluja järistyksen seurauksena. Kuitenkaan suuria vahinkoja ei syntynyt. Kukaan ei myöskään loukkaantunut. 
Jan Mayenilla sijaitsee maailman pohjoisin tulivuori. Järistyskeskuksesta on matkaa Grönlannin itärannikon Ittoqqortoormiitiin 560 kilometriä ja Norjan Tromssaan 975 kilometriä.
","https://fi.wikinews.org/wiki/Pohjoisella_j%C3%A4%C3%A4merell%C3%A4_voimakas_maanj%C3%A4ristys
",Suomen,"(194, 200)","(26.0, 64.0)",4
4,"Pohjoisella jäämerellä voimakas maanjäristys – Wikiuutiset
29. tammikuuta 2011 Pohjoisella jäämerellä, lähellä Norjalle kuuluvaa asumatonta Jan Mayenin saarta tapahtui lauantaina kello 08.55:26 Suomen aikaa voimakas maanjäristys. Maanjäristys oli Yhdysvaltain geologisen tutkimuskeskuksen (USGS) mukaan voimakkuudeltaan 6,1 momenttimagnitudia. Järistys sattui muutamia kymmeniä kilometrejä saaresta itään 9,5 kilometrin syvyydessä.
Jan Mayenin saarella on tutkimuskeskus ja Norjan armeijan tukikohta, joissa kaatuili huonekaluja järistyksen seurauksena. Kuitenkaan suuria vahinkoja ei syntynyt. Kukaan ei myöskään loukkaantunut. 
Jan Mayenilla sijaitsee maailman pohjoisin tulivuori. Järistyskeskuksesta on matkaa Grönlannin itärannikon Ittoqqortoormiitiin 560 kilometriä ja Norjan Tromssaan 975 kilometriä.
","https://fi.wikinews.org/wiki/Pohjoisella_j%C3%A4%C3%A4merell%C3%A4_voimakas_maanj%C3%A4ristys
",Jan Mayenin,"(140, 151)","(-8.5, 70.98333)",4
