,input_text,locations,loc_spans,coord_points,input_order
478,1428777748483411968,Latvian,"(19, 26)","(25.0, 57.0)",478
479,1428755357980139520,,,,479
480,1429048146726899712,Arizonassa,"(104, 114)","(-111.50098, 34.5003)",480
480,1429048146726899712,Arizonassa,"(193, 203)","(-111.50098, 34.5003)",480
481,1429133583076233216,,,,481
482,1428693799098802176,Jämsässä,"(63, 71)","(25.05053, 61.93047)",482
483,1428694740648738816,,,,483
484,1428765275034431488,,,,484
485,1429008697154486272,Tapiolan urheilupuiston,"(38, 61)","(24.779988, 60.174676)",485
486,1429011680206467072,,,,486
487,1428962834885529600,Suomeen,"(91, 98)","(26.0, 64.0)",487
488,1428743456529190912,,,,488
489,1428673947160268800,Italian,"(127, 134)","(12.83333, 42.83333)",489
490,1428940425725976576,Afganistan,"(10, 20)","(66.0, 33.0)",490
491,1428998992805994496,,,,491
492,1428930019024310272,Helsinki,"(3, 11)","(24.93545, 60.16952)",492
493,1428619628952137728,,,,493
494,1428635436793147392,,,,494
495,1428682487719362560,,,,495
496,1429060056725794816,Suomen,"(15, 21)","(26.0, 64.0)",496
496,1429060056725794816,Suomen,"(74, 80)","(26.0, 64.0)",496
497,1428656017429221376,,,,497
498,1428726053158244352,,,,498
499,1429115887567753216,,,,499
500,1428803017797689344,Hyvinkään,"(0, 9)","(24.867, 60.633)",500
500,1428803017797689344,Hangon,"(13, 19)","(22.95, 59.83333)",500
501,1428673997206589440,,,,501
502,1429023920146067456,,,,502
503,1428985864730914816,,,,503
504,1428994279104344064,Suvisaaristossa,"(13, 28)","(24.70971, 60.11684)",504
504,1428994279104344064,Suvisaaristo,"(215, 227)","(24.70971, 60.11684)",504
504,1428994279104344064,espoo,"(208, 213)","(24.66667, 60.25)",504
505,1428717434836590592,,,,505
506,1428770788870602752,Pyhtää,"(12, 18)","(26.65047, 60.48633)",506
507,1428779253781471232,,,,507
508,1429049594168680448,,,,508
509,1428787814142029824,Upilan leirikeskuksessa,"(34, 57)","(25.54932, 61.04855)",509
509,1428787814142029824,Lahden,"(63, 69)","(25.65411, 60.98277)",509
510,1428669267025833984,,,,510
511,1428679957438472192,,,,511
512,1428705829046390784,Afganistaniin,"(36, 49)","(66.0, 33.0)",512
513,1428794129526427648,Afganistanin,"(15, 27)","(66.0, 33.0)",513
514,1428737507173310464,Kupittaan,"(19, 28)","(22.29334, 60.4449)",514
514,1428737507173310464,turku,"(248, 253)","(22.33333, 60.53333)",514
515,1428627369804410880,,,,515
516,1428811147550015488,Pirkkalaan,"(57, 67)","(23.61414, 61.44106)",516
517,1428654925282693120,Afganistan,"(230, 240)","(66.0, 33.0)",517
517,1428654925282693120,USA,"(225, 228)","(-98.5, 39.76)",517
518,1428679755168165888,,,,518
519,1428702398260957184,Haiti,"(210, 215)","(-72.29616, 19.07582)",519
520,1429133469771313152,,,,520
521,1428761476567814144,Suomen,"(7, 13)","(26.0, 64.0)",521
522,1428673416924647424,,,,522
523,1428720170806169600,,,,523
524,1428950195476250624,,,,524
525,1428685748908216320,,,,525
526,1429003381318823936,,,,526
527,1428639138627178496,,,,527
528,1428964233107148800,,,,528
529,1428971178564235264,Pyhtää,"(4, 10)","(26.65047, 60.48633)",529
529,1428971178564235264,Finland,"(215, 222)","(26.0, 64.0)",529
529,1428971178564235264,Huutjärvi,"(184, 193)","(26.7471, 60.48564)",529
529,1428971178564235264,Etelä-Suomen Lääni,"(195, 213)","(26.0, 60.83333)",529
530,1429027283092787200,,,,530
531,1428969338384551936,Kabulista,"(36, 45)","(69.17233, 34.52813)",531
531,1428969338384551936,Kabuliin,"(124, 132)","(69.17233, 34.52813)",531
532,1429016513055531008,Suomi,"(233, 238)","(26.0, 64.0)",532
532,1429016513055531008,Finland,"(240, 247)","(26.0, 64.0)",532
533,1429082401511284736,,,,533
534,1428994587171950592,,,,534
535,1429064940875395072,,,,535
536,1428747364303519744,Afganistanista,"(62, 76)","(66.0, 33.0)",536
536,1428747364303519744,Iraniin,"(77, 84)","(53.0, 32.0)",536
536,1428747364303519744,Afganistanin,"(98, 110)","(66.0, 33.0)",536
536,1428747364303519744,Iranista,"(150, 158)","(53.0, 32.0)",536
536,1428747364303519744,Afganistanissa,"(213, 227)","(66.0, 33.0)",536
536,1428747364303519744,Suomeen,"(159, 166)","(26.0, 64.0)",536
536,1428747364303519744,Neuvostoliiton,"(114, 128)","(98.0, 60.0)",536
537,1428777452281778176,Rovaniemi,"(10, 19)","(25.95247, 66.60881)",537
538,1428641379782176768,,,,538
539,1428963086283776000,,,,539
540,1428645121864704000,Lahden,"(148, 154)","(25.65411, 60.98277)",540
541,1429110112732450816,,,,541
542,1428704581110931456,,,,542
543,1428620265626476544,Suomessa,"(44, 52)","(26.0, 64.0)",543
544,1428923826319020032,,,,544
545,1428770554996092928,,,,545
546,1428672051519315968,,,,546
547,1428772909338796032,,,,547
548,1429089753383702528,,,,548
549,1428624351570575360,Yhdysvalloille,"(44, 58)","(-98.5, 39.76)",549
549,1428624351570575360,Afganistanissa,"(97, 111)","(66.0, 33.0)",549
550,1429039291716542464,,,,550
551,1428762008581718016,,,,551
552,1428741863851368448,Suomeen,"(46, 53)","(26.0, 64.0)",552
553,1428780872203911168,Suomen,"(6, 12)","(26.0, 64.0)",553
554,1428636537911136256,Suomi,"(15, 20)","(26.0, 64.0)",554
555,1428681707776008192,Haitissa,"(162, 170)","(-72.29616, 19.07582)",555
555,1428681707776008192,Jemenissä,"(173, 182)","(47.5, 15.5)",555
555,1428681707776008192,Libyassa,"(185, 193)","(17.0, 28.0)",555
555,1428681707776008192,Syyriassa,"(197, 206)","(38.0, 35.0)",555
555,1428681707776008192,Kuubassa,"(210, 218)","(-79.5, 22.0)",555
556,1428665624457269248,,,,556
557,1429115439574142976,,,,557
558,1428993706007351296,,,,558
559,1428704106282160128,,,,559
560,1428993133723926528,Suomessa,"(86, 94)","(26.0, 64.0)",560
560,1428993133723926528,Iisalmessa,"(97, 107)","(27.1938, 63.51261)",560
561,1429146060090486784,,,,561
562,1428969194234814464,helsingin,"(103, 112)","(24.93545, 60.16952)",562
562,1428969194234814464,tampereen,"(116, 125)","(23.87021, 61.60736)",562
563,1428693554298294272,,,,563
564,1428676938088996864,Suvisaaristossa,"(13, 28)","(24.70971, 60.11684)",564
564,1428676938088996864,Suvisaaristo,"(215, 227)","(24.70971, 60.11684)",564
564,1428676938088996864,espoo,"(208, 213)","(24.66667, 60.25)",564
565,1429044347757113344,Kokkolan Keskuskenttä,"(72, 93)","(23.12267, 63.84236)",565
566,1428700035768795136,Afganistan'in,"(55, 68)","(66.0, 33.0)",566
567,1429130504515854336,,,,567
568,1428663974111989760,,,,568
569,1428730444690898944,,,,569
570,1429048135469477888,,,,570
571,1428632141148131328,Kabuliin,"(33, 41)","(69.17233, 34.52813)",571
572,1428776548824453120,,,,572
573,1428707039837106176,,,,573
574,1429136180973641728,,,,574
575,1428937404988207104,,,,575
576,1429128034582417408,,,,576
577,1428735973031038976,Rantasalmen,"(34, 45)","(28.2903, 62.11063)",577
577,1428735973031038976,Putkilahdella,"(46, 59)","(28.4, 62.0)",577
578,1428652523464843264,,,,578
579,1428666806668042240,,,,579
580,1429018046841110528,Munkkiniemessä,"(48, 62)","(24.87772, 60.19861)",580
581,1428714130144378880,,,,581
582,1428653839461269504,Kemi-Tornion,"(1, 13)","(24.75035, 65.94914)",582
582,1428653839461269504,Suomessa,"(59, 67)","(26.0, 64.0)",582
582,1428653839461269504,Suomen,"(105, 111)","(26.0, 64.0)",582
582,1428653839461269504,Meri-Lapin,"(125, 135)",,582
582,1428653839461269504,Lapin,"(171, 176)","(26.5, 67.75)",582
582,1428653839461269504,kemi,"(203, 207)","(24.58333, 65.75)",582
582,1428653839461269504,tornio,"(209, 215)","(24.30424, 66.04333)",582
583,1428908975039287296,Kouvolassa,"(53, 63)","(26.82418, 60.92061)",583
583,1428908975039287296,Etelä-Suomen,"(75, 87)","(26.0, 60.83333)",583
584,1428787929338482688,Norjan,"(98, 104)","(10.0, 62.0)",584
585,1428674525751914496,Kabulin lentokentän,"(68, 87)","(69.21233, 34.56585)",585
586,1428744244353773568,,,,586
587,1428728856635138048,,,,587
588,1429056049827418112,,,,588
589,1429144670328741888,,,,589
590,1428766193872211968,Kauniainen,"(101, 111)","(24.72801, 60.20976)",590
590,1428766193872211968,Grani,"(113, 118)","(24.72801, 60.20976)",590
590,1428766193872211968,Kauniaisten,"(26, 37)","(24.72801, 60.20976)",590
591,1429063828126502912,,,,591
592,1429071294595751936,,,,592
593,1428714148217622528,Helsingissä,"(67, 78)","(24.93545, 60.16952)",593
594,1428696175549599744,,,,594
595,1428757277813714944,,,,595
596,1428659960360050688,Oulun,"(32, 37)","(25.46816, 65.01236)",596
596,1428659960360050688,Satamarannan,"(38, 50)","(25.433656566790077, 65.0342985947236)",596
596,1428659960360050688,Mainingin,"(51, 60)",,596
597,1428649930239905792,,,,597
598,1428799938314620928,,,,598
599,1428635591621677056,Tampere,"(1, 8)","(23.87021, 61.60736)",599
600,1429113738368585728,,,,600
601,1429123025732083712,,,,601
602,1428945293857464320,,,,602
603,1428708689825968128,Saksan,"(0, 6)","(10.5, 51.5)",603
603,1428708689825968128,Moskovassa,"(59, 69)","(37.61556, 55.75222)",603
603,1428708689825968128,Venäjän,"(35, 42)","(100.0, 60.0)",603
604,1428672870578786304,,,,604
605,1428767972412346368,Porissa,"(0, 7)","(21.85943, 61.57477)",605
606,1428742294551793664,,,,606
607,1428683336604688384,,,,607
608,1429144387133616128,,,,608
609,1428668147230380032,Kotkan,"(46, 52)","(26.91444, 60.52039)",609
609,1428668147230380032,Etelä-Kymenlaakson,"(189, 207)",,609
610,1428655682035666944,,,,610
611,1428649922287525888,turku,"(249, 254)","(22.33333, 60.53333)",611
612,1428621468653469696,Viro,"(40, 44)","(26.0, 59.0)",612
612,1428621468653469696,Suomessa,"(169, 177)","(26.0, 64.0)",612
612,1428621468653469696,Viron,"(194, 199)","(26.0, 59.0)",612
612,1428621468653469696,Virossa,"(215, 222)","(26.0, 59.0)",612
612,1428621468653469696,Suomen,"(235, 241)","(26.0, 64.0)",612
613,1428960588336668672,,,,613
614,1428964891122192384,Suomessakin,"(144, 155)","(26.0, 64.0)",614
615,1428803834571333632,,,,615
616,1428988804082380800,,,,616
617,1428622672519442432,,,,617
618,1428754608315240448,,,,618
619,1428684930444369920,Ruotsissa,"(0, 9)","(15.0, 62.0)",619
620,1429055185872162816,,,,620
621,1428627737229541376,,,,621
622,1428788543233605632,Onkamo'sta,"(1, 11)","(29.034215358886485, 66.73799968028828)",622
622,1428788543233605632,Kangasharjulta,"(12, 26)","(29.009659, 66.736568)",622
622,1428788543233605632,Sallatunturi'n,"(41, 55)","(28.80084, 66.78147)",622
622,1428788543233605632,Rohmoiva'n,"(60, 70)","(29.192969762405376, 66.8836103216989)",622
622,1428788543233605632,Onkamojärven,"(96, 108)","(29.07997, 66.77279)",622
622,1428788543233605632,Salla,"(118, 123)","(28.83461, 67.03097)",622
623,1428626360801636352,,,,623
624,1428823725965729792,,,,624
625,1429094502548049920,,,,625
626,1428643216308330496,,,,626
627,1428776264647778304,Suomessa,"(56, 64)","(26.0, 64.0)",627
628,1428660534656778240,,,,628
629,1429143832206184448,,,,629
630,1428759338248724480,,,,630
631,1428800919664304128,,,,631
632,1428699689789108224,Irakin Kurdistan,"(0, 16)","(45.4333, 35.55)",632
632,1428699689789108224,Etelä-Kurdistan,"(18, 33)",,632
632,1428699689789108224,Irakin Kurdistanin,"(114, 132)","(45.4333, 35.55)",632
632,1428699689789108224,Kurdistan,"(196, 205)","(44.0, 37.0)",632
632,1428699689789108224,Iraq,"(214, 218)","(44.0, 33.0)",632
633,1428803344663994368,,,,633
634,1428691783916167168,,,,634
635,1428679982193254400,Kanteleenjärveltä,"(64, 81)","(25.675266, 60.663225)",635
636,1428679481082908672,,,,636
637,1429105789902458880,Suomesta,"(43, 51)","(26.0, 64.0)",637
637,1429105789902458880,afrikkaa,"(125, 133)","(21.09375, 7.1881)",637
637,1429105789902458880,arabiaa,"(137, 144)","(45.0, 25.0)",637
638,1428796308316377088,,,,638
639,1428924250136719360,,,,639
640,1428718501045456896,,,,640
641,1428649596352335872,Itämerellä,"(98, 108)","(18.0, 56.0)",641
642,1428629447129849856,Helsingin,"(30, 39)","(24.93417, 60.17556)",642
643,1428782983213895680,helsinki,"(248, 256)","(24.93545, 60.16952)",643
643,1428782983213895680,espoo,"(258, 263)","(24.66667, 60.25)",643
643,1428782983213895680,vantaa,"(265, 271)","(24.9847, 60.30794)",643
643,1428782983213895680,uusimaa,"(273, 280)","(24.75, 60.41667)",643
644,1428949551529041920,,,,644
645,1429103851899002880,,,,645
646,1429006238696804352,,,,646
647,1428875824405565440,,,,647
648,1428731203432198144,,,,648
649,1429059434903388160,,,,649
650,1428731619142164480,,,,650
651,1428994450731282432,#Pori:in,"(40, 48)","(21.85943, 61.57477)",651
651,1428994450731282432,Nakkilan,"(69, 77)","(21.96, 61.35736)",651
651,1428994450731282432,Porissa,"(102, 109)","(21.85943, 61.57477)",651
652,1428699167787003904,,,,652
653,1428631098221858816,Thaimaa,"(154, 161)","(101.0, 15.5)",653
654,1428682194390863872,,,,654
655,1429145308395618304,,,,655
656,1428994116428390400,,,,656
657,1428973162767781888,Vallisaaressa,"(178, 191)","(25.00064, 60.13601)",657
658,1428976156129341440,,,,658
659,1428832175735070720,,,,659
660,1428636924152098816,Kanadassa,"(112, 121)","(-113.64258, 60.10867)",660
660,1428636924152098816,Englannin kanaalissa,"(125, 145)","(-1.0, 50.0)",660
661,1428709665517547520,,,,661
662,1428882081514459136,,,,662
663,1429038973125545984,,,,663
664,1428916277687373824,Espoon,"(0, 6)","(24.66667, 60.25)",664
665,1429145047178612736,,,,665
666,1429135216002707456,,,,666
667,1429139512219869184,Helsingin,"(0, 9)","(24.93545, 60.16952)",667
668,1428691125804539904,Afganistan'in,"(122, 135)","(66.0, 33.0)",668
669,1428768288646041600,,,,669
670,1429111162302615552,,,,670
671,1429072298309468160,,,,671
672,1428825703471067136,,,,672
673,1428624543590014976,afganistan,"(250, 260)","(66.0, 33.0)",673
674,1429051400265375744,,,,674
675,1428719290430148608,,,,675
676,1428708596326584320,,,,676
677,1429070021884530688,,,,677
678,1428806123642138624,,,,678
679,1428659416426074112,,,,679
680,1428790103443378176,,,,680
681,1428749635875651584,,,,681
682,1428651049989165056,,,,682
683,1428956407630598144,,,,683
684,1429030401977245696,,,,684
685,1428674773853278208,,,,685
686,1428740468498706432,,,,686
687,1429039245159718912,,,,687
688,1429020990638600192,,,,688
689,1428783026989903872,,,,689
690,1429019187943464960,,,,690
691,1428705605720711168,,,,691
692,1428747553986723840,,,,692
693,1428626464463785984,,,,693
694,1428629374740451328,Pohjoismaiset,"(120, 133)","(-6.0, 62.0)",694
695,1428995539950088192,,,,695
696,1428628369273495552,,,,696
697,1428636864647503872,,,,697
698,1428731960546021376,,,,698
699,1428619765732478976,,,,699
700,1428822051901612032,,,,700
701,1428741764974850048,Oulun,"(157, 162)","(25.96448, 65.21442)",701
702,1428744794092838912,,,,702
703,1428976660955734016,,,,703
704,1428701665419571200,,,,704
705,1429044667723694080,Afganistanissa,"(1, 15)","(66.0, 33.0)",705
706,1429098312494460928,,,,706
707,1428740705699172352,,,,707
708,1428665707865255936,,,,708
709,1428947270159028224,,,,709
710,1428678101194657792,,,,710
711,1428674657046220800,,,,711
712,1429128000080068608,,,,712
713,1428651192809365504,Suomi,"(0, 5)","(26.0, 64.0)",713
714,1429117448133959680,,,,714
715,1428621803119861760,,,,715
716,1428960524679720960,,,,716
717,1428847878215282688,,,,717
718,1429111274475036672,Pakistanissa,"(252, 264)","(70.0, 30.0)",718
719,1428674677895991296,helsingis,"(41, 50)","(24.93545, 60.16952)",719
720,1429002643918184448,Kreikka,"(28, 35)","(22.0, 39.0)",720
720,1429002643918184448,Eurooppaan.,"(85, 96)","(9.14062, 48.69096)",720
721,1428993789599916032,Suomessa,"(141, 149)","(26.0, 64.0)",721
722,1428784172911452160,,,,722
723,1428662600645189632,,,,723
724,1429016756937531392,Suomi,"(136, 141)","(26.0, 64.0)",724
724,1429016756937531392,Euroopan,"(145, 153)","(9.14062, 48.69096)",724
725,1429044866521128960,,,,725
726,1428949951103619072,,,,726
727,1428696167664295936,,,,727
728,1428721432616448000,,,,728
729,1428759140059566080,,,,729
730,1428624890467344384,,,,730
731,1428929694620127232,Helsinkiä,"(106, 115)","(24.93545, 60.16952)",731
732,1428764702230945792,,,,732
733,1428665691947814912,USAn,"(18, 22)","(-98.5, 39.76)",733
733,1428665691947814912,Kabul,"(208, 213)","(69.17233, 34.52813)",733
733,1428665691947814912,Afganisthan,"(215, 226)","(66.0, 33.0)",733
734,1428634944163753984,,,,734
735,1429061454917996544,,,,735
736,1428978905562636288,,,,736
737,1429066059328495616,Ahvenanmaalle,"(18, 31)","(19.9024, 60.1786)",737
738,1429007127809601536,Kuuskajaskari,"(47, 60)","(21.36214, 61.13827)",738
739,1429106443404419072,,,,739
740,1428649394488946688,,,,740
741,1428752204781993984,,,,741
742,1429066756652474368,Porvoon,"(52, 59)","(25.68229, 60.38585)",742
743,1428727855425462272,Kauhavalla,"(37, 47)","(23.01084, 63.19419)",743
743,1428727855425462272,kauhava,"(136, 143)","(23.01084, 63.19419)",743
743,1428727855425462272,Vaasassa,"(51, 59)","(21.80267, 63.06985)",743
743,1428727855425462272,vaasa,"(145, 150)","(21.80267, 63.06985)",743
744,1428632655290044416,,,,744
745,1429096282585538560,,,,745
746,1428998178691485696,Etihad Stadiumilla,"(35, 53)","(-2.20026, 53.4836)",746
747,1428917020112965632,,,,747
748,1428957867151958016,,,,748
749,1429002477047791616,Keski-Savon,"(0, 11)",,749
749,1429002477047791616,Heinävesi,"(28, 37)","(28.75, 62.41667)",749
749,1429002477047791616,Joroinen,"(39, 47)","(27.77785, 62.16988)",749
749,1429002477047791616,Leppävirta,"(49, 59)","(27.93888, 62.5112)",749
749,1429002477047791616,Pieksämäki,"(61, 71)","(27.1657, 62.2864)",749
749,1429002477047791616,Varkaus,"(73, 80)","(28.10534, 62.26768)",749
750,1428719238194270208,,,,750
751,1429024439807709184,,,,751
752,1429058859067486208,,,,752
753,1428795770178875392,,,,753
754,1429125092647264256,Viipurin,"(29, 37)","(28.75283, 60.70763)",754
754,1429125092647264256,Syvärillä,"(83, 92)","(32.8012, 60.51075)",754
754,1429125092647264256,NL:sta,"(182, 188)","(98.0, 60.0)",754
755,1428825315749552128,Suomen,"(85, 91)","(26.0, 64.0)",755
756,1428736810495221760,,,,756
757,1428939956043624448,,,,757
758,1428854040302084096,,,,758
759,1428953633354403840,,,,759
760,1428946425568694272,,,,760
761,1428650352396718080,Rovaniemeltä,"(13, 25)","(25.95247, 66.60881)",761
762,1429039286242979840,Saloon,"(65, 71)","(23.27434, 60.37893)",762
762,1429039286242979840,Tammisaareen,"(123, 135)","(23.43389, 59.97359)",762
762,1429039286242979840,Hankoon,"(146, 153)","(22.95, 59.83333)",762
763,1428964510656782336,Suomen,"(118, 124)","(26.0, 64.0)",763
764,1429013674409267200,,,,764
765,1428751875617198080,,,,765
766,1429020186280140800,petäjävesi,"(181, 191)","(25.23446, 62.29321)",766
766,1429020186280140800,kintaus,"(193, 200)","(25.330644, 62.273779)",766
766,1429020186280140800,keuruu,"(202, 208)","(24.55665, 62.29492)",766
767,1428871144938119168,,,,767
768,1429011310818308096,,,,768
769,1429016134146211840,Suomessa,"(221, 229)","(26.0, 64.0)",769
770,1428974098881916928,,,,770
771,1429043545768448000,,,,771
772,1428803423831576576,,,,772
773,1429145427081842688,finland,"(121, 128)","(26.0, 64.0)",773
773,1429145427081842688,suomi,"(153, 158)","(26.0, 64.0)",773
774,1429000138844946432,,,,774
775,1428768515608268800,,,,775
776,1428630637519556608,,,,776
777,1428984803207090176,,,,777
778,1428719948000632832,,,,778
779,1429086327723671552,,,,779
780,1429035970821754880,Afganistanin,"(18, 30)","(66.0, 33.0)",780
781,1429098084320038912,,,,781
782,1429002494164848640,,,,782
783,1428706676023209984,Mikkelissä,"(93, 103)","(27.33025, 61.64117)",783
783,1428706676023209984,Tertin kartanoon,"(153, 169)","(27.381526, 61.706157)",783
784,1428733347468128256,,,,784
785,1428625348099457024,,,,785
786,1429075854940942336,,,,786
787,1428735243083714560,,,,787
788,1429130583871995904,lahti,"(224, 229)","(25.65411, 60.98277)",788
789,1428780431764332544,,,,789
790,1429039963962740736,,,,790
791,1428756478131834880,,,,791
792,1429115930798346240,,,,792
793,1429066721030250496,,,,793
794,1428678713919614976,Vantaa-Keravan,"(0, 14)",,794
795,1428957156053819392,,,,795
796,1428629385989525504,,,,796
797,1429061047198027776,,,,797
798,1428620221812707328,Espoo,"(188, 193)","(24.66667, 60.25)",798
798,1428620221812707328,Matinkylä,"(195, 204)","(24.74241, 60.15885)",798
799,1428737299538452480,Suomi,"(6, 11)","(26.0, 64.0)",799
799,1428737299538452480,Kiina,"(254, 259)","(105.0, 35.0)",799
800,1428766989674233856,Suomessa,"(18, 26)","(26.0, 64.0)",800
801,1428654758911483904,Kabuliin,"(23, 31)","(69.17233, 34.52813)",801
802,1428802501130739712,GB,"(236, 238)","(-2.69531, 54.75844)",802
803,1429015321336193024,,,,803
804,1428638567241293824,,,,804
805,1429059706778263552,Keuruulla,"(0, 9)","(24.55665, 62.29492)",805
806,1428687273999192064,,,,806
807,1428742858585018368,,,,807
808,1428998451904368640,,,,808
809,1428809900562526208,,,,809
810,1429030118442348544,,,,810
811,1428747672828186624,,,,811
812,1428737475212623872,venäjä,"(131, 137)","(100.0, 60.0)",812
813,1428700575315677184,,,,813
814,1428933915939688448,Myllypuron seniorikeskus,"(0, 24)","(25.06449, 60.22487)",814
814,1428933915939688448,Myllymatkantiellä,"(35, 52)","(25.06224, 60.22459)",814
815,1428944759469617152,Helsinki,"(54, 62)","(24.93545, 60.16952)",815
816,1429087835517227008,,,,816
817,1428797903422824448,,,,817
818,1428671230253715456,,,,818
819,1428662237472989184,Vaasaan,"(101, 108)","(21.80267, 63.06985)",819
819,1428662237472989184,Eurajoella,"(148, 158)","(21.69922, 61.29109)",819
820,1428653261389799424,,,,820
821,1429041569877872640,,,,821
822,1428708445428097024,,,,822
823,1428938302627848192,Helsinki,"(57, 65)","(24.93545, 60.16952)",823
824,1428651723971780608,lempäälä,"(225, 233)","(23.77011, 61.33885)",824
825,1428958142172389376,,,,825
826,1429101889120002048,,,,826
827,1428623391775395840,,,,827
828,1428960086576308224,,,,828
829,1428690813652021248,Ison Omenan,"(13, 24)","(24.7373, 60.1621)",829
830,1428803659161391104,,,,830
831,1429009722221514752,,,,831
832,1428744992898658304,,,,832
833,1429025116281782272,Turun saaristossa,"(32, 49)","(22.0, 60.25)",833
834,1428946441741930496,,,,834
835,1428648142833164288,Milanoon,"(65, 73)","(9.18951, 45.46427)",835
836,1428689650848251904,Poria,"(33, 38)","(21.85943, 61.57477)",836
836,1428689650848251904,Gävleä,"(42, 48)","(17.14174, 60.67452)",836
836,1428689650848251904,Solvalla,"(49, 57)","(17.93984, 59.36766)",836
836,1428689650848251904,Porin,"(80, 85)","(21.85943, 61.57477)",836
837,1429113223505121280,,,,837
838,1428738937766436864,,,,838
839,1428650428279967744,,,,839
840,1428650578318708736,Afganissa,"(128, 137)","(66.0, 33.0)",840
840,1428650578318708736,afganistan,"(181, 191)","(66.0, 33.0)",840
841,1428655081734524928,,,,841
842,1428959022317817856,,,,842
843,1429136726757416960,,,,843
844,1428673617508937728,Suomeen,"(30, 37)","(26.0, 64.0)",844
845,1429033991848480768,Rovaniemellä,"(74, 86)","(25.95247, 66.60881)",845
845,1429033991848480768,rovaniemi,"(141, 150)","(25.95247, 66.60881)",845
846,1428644573723697152,Afganistanin,"(26, 38)","(66.0, 33.0)",846
846,1428644573723697152,Afganistanin,"(142, 154)","(66.0, 33.0)",846
847,1428777765520674816,,,,847
848,1429021194280386560,,,,848
849,1429133906931032064,,,,849
850,1428743399876677632,Savonlinna,"(14, 24)","(29.10818, 61.8624)",850
851,1429102517569327104,,,,851
852,1429119095509819392,,,,852
853,1429100149482082304,,,,853
854,1428679817524916224,,,,854
855,1429121273460924416,,,,855
856,1428943310664740864,,,,856
857,1429079590228664320,Suomesta,"(7, 15)","(26.0, 64.0)",857
857,1429079590228664320,Suomi,"(26, 31)","(26.0, 64.0)",857
857,1429079590228664320,Venäjä,"(35, 41)","(100.0, 60.0)",857
858,1429113061747593216,,,,858
859,1428756590581125120,,,,859
860,1428625034667495424,,,,860
861,1428621171768152064,Lappeenrannan,"(0, 13)","(28.27839, 61.02292)",861
861,1428621171768152064,Vanhalla kentälllä,"(14, 32)","(28.181605, 61.054049)",861
861,1428621171768152064,imatra,"(239, 245)","(28.84653, 61.18032)",861
861,1428621171768152064,lappeenranta,"(247, 259)","(28.27839, 61.02292)",861
862,1428627862668644352,,,,862
863,1428699308140994560,,,,863
864,1428720391573364736,,,,864
865,1428685886238113792,,,,865
866,1429018853644935168,,,,866
867,1428933835228651520,Ruotsi,"(11, 17)","(15.0, 62.0)",867
867,1428933835228651520,Suomelta,"(26, 34)","(26.0, 64.0)",867
867,1428933835228651520,Suomen,"(71, 77)","(26.0, 64.0)",867
867,1428933835228651520,Ruotsi,"(165, 171)","(15.0, 62.0)",867
868,1428791447013167104,,,,868
869,1428971185832873984,Afganistanin,"(142, 154)","(66.0, 33.0)",869
870,1428827507231535104,joensuu,"(180, 187)","(30.33866, 62.5747)",870
871,1429046120743833600,Vantaan,"(110, 117)","(24.9847, 60.30794)",871
871,1429046120743833600,Keimolanmäkeen,"(118, 132)","(24.831571, 60.31863)",871
871,1429046120743833600,Lincolninaukion,"(179, 194)","(24.83058, 60.31836)",871
872,1428873277141831680,,,,872
873,1428961299241779200,,,,873
874,1428778381395611648,Suomelle,"(96, 104)","(26.0, 64.0)",874
875,1428956275308646400,,,,875
876,1428687170764673024,,,,876
877,1428956130018009088,Kolumbian,"(176, 185)","(-73.25, 4.0)",877
878,1428733497477373952,Tampereen,"(31, 40)","(23.87021, 61.60736)",878
879,1429030550241697792,,,,879
880,1429003950326484992,,,,880
881,1429134543974502400,,,,881
882,1428961283043438592,,,,882
883,1428803880964526080,Hippoksella,"(79, 90)","(25.72323887, 62.23533129)",883
883,1428803880964526080,Mantulla,"(179, 187)","(27.668587230623643, 63.06876054892107)",883
884,1429049072485289984,Kajaanin,"(16, 24)","(27.40756, 64.13355)",884
885,1428699877777813504,,,,885
886,1428714343802314752,Helsingin,"(0, 9)","(24.93545, 60.16952)",886
886,1428714343802314752,Tampereen,"(13, 22)","(23.87021, 61.60736)",886
887,1429135252392456192,,,,887
888,1428963828608290816,,,,888
889,1428676464677896192,,,,889
890,1428626978702245888,,,,890
891,1428994365222002688,,,,891
892,1428696886739980288,,,,892
893,1428944755489128448,,,,893
894,1428621083066912768,,,,894
895,1428973025546981376,,,,895
896,1428748364078845952,,,,896
897,1429097490549256192,,,,897
898,1429116705842860032,Sarfsalössä,"(80, 91)","(25.97895, 60.31506)",898
899,1428958799944208384,,,,899
900,1428648390947184640,,,,900
901,1428713397768556544,,,,901
902,1428809855918350336,,,,902
903,1428726029665783808,,,,903
904,1429121208403038208,,,,904
905,1428734860588429312,,,,905
906,1429095372606087168,,,,906
907,1428663348556615680,Kirkkonummen,"(24, 36)","(24.45885, 60.14698)",907
907,1428663348556615680,Kirkkonummi,"(229, 240)","(24.45885, 60.14698)",907
907,1428663348556615680,Porkkala,"(242, 250)","(24.38982, 59.93442)",907
908,1428632261088399360,,,,908
909,1428676628989808640,,,,909
910,1428745003417882624,,,,910
911,1428718485190946816,,,,911
912,1429107626252570624,Suomen,"(19, 25)","(26.0, 64.0)",912
